USAGE_DATE,FACILITY_NAME,attendance,Holidays,Weekends
2020-01-11,PortAventura World,77391,0,1
2020-01-12,PortAventura World,41027,0,1
2020-01-13,PortAventura World,26946,0,0
2020-01-14,PortAventura World,18509,0,0
2020-01-15,PortAventura World,16166,0,0
2020-01-16,PortAventura World,20196,0,0
2020-01-17,PortAventura World,18366,0,0
2020-01-18,PortAventura World,53819,0,1
2020-01-19,PortAventura World,42895,0,1
2020-01-20,PortAventura World,23209,0,0
2020-01-21,PortAventura World,16359,0,0
2020-01-22,PortAventura World,15295,0,0
2020-01-23,PortAventura World,16507,0,0
2020-01-24,PortAventura World,22805,0,0
2020-01-25,PortAventura World,50495,0,1
2020-01-26,PortAventura World,40868,0,1
2020-01-27,PortAventura World,21872,0,0
2020-01-28,PortAventura World,17521,0,0
2020-01-29,PortAventura World,18912,0,0
2020-01-30,PortAventura World,17041,0,0
2020-01-31,PortAventura World,28014,0,0
2020-02-01,PortAventura World,45827,0,1
2020-02-02,PortAventura World,40066,0,1
2020-02-03,PortAventura World,26825,0,0
2020-02-04,PortAventura World,20095,0,0
2020-02-05,PortAventura World,22870,0,0
2020-02-06,PortAventura World,24583,0,0
2020-02-07,PortAventura World,27176,0,0
2020-02-08,PortAventura World,42548,0,1
2020-02-09,PortAventura World,29619,0,1
2020-02-10,PortAventura World,22545,0,0
2020-02-11,PortAventura World,25690,0,0
2020-02-12,PortAventura World,27694,0,0
2020-02-13,PortAventura World,20157,0,0
2020-02-14,PortAventura World,34748,0,0
2020-02-15,PortAventura World,53473,0,1
2020-02-16,PortAventura World,42108,0,1
2020-02-17,PortAventura World,44228,0,0
2020-02-18,PortAventura World,52586,0,0
2020-02-19,PortAventura World,46224,0,0
2020-02-20,PortAventura World,45062,0,0
2020-02-21,PortAventura World,55100,0,0
2020-02-22,PortAventura World,62289,0,1
2020-02-23,PortAventura World,49949,0,1
2020-02-24,PortAventura World,54960,0,0
2020-02-25,PortAventura World,45394,0,0
2020-02-26,PortAventura World,42705,0,0
2020-02-27,PortAventura World,40827,0,0
2020-02-28,PortAventura World,42799,0,0
2020-02-29,PortAventura World,49312,0,1
2020-03-01,PortAventura World,33187,0,1
2020-03-02,PortAventura World,28619,0,0
2020-03-03,PortAventura World,30985,0,0
2020-03-04,PortAventura World,27113,0,0
2020-03-05,PortAventura World,22852,0,0
2020-03-06,PortAventura World,31879,0,0
2020-03-07,PortAventura World,57804,0,1
2020-03-08,PortAventura World,33940,0,1
2020-03-09,PortAventura World,29947,0,0
2020-03-10,PortAventura World,21736,0,0
2020-03-11,PortAventura World,20581,0,0
2020-03-12,PortAventura World,16165,0,0
2020-03-13,PortAventura World,17885,0,0
2020-07-08,PortAventura World,-9914,0,0
2020-07-10,PortAventura World,-9959,0,0
2020-07-11,PortAventura World,-4108,0,1
2020-07-12,PortAventura World,-3004,0,1
2020-07-13,PortAventura World,4693,0,0
2020-07-14,PortAventura World,4054,0,0
2020-07-15,PortAventura World,124,0,0
2020-07-16,PortAventura World,1690,0,0
2020-07-17,PortAventura World,1305,0,0
2020-07-18,PortAventura World,3159,0,1
2020-07-19,PortAventura World,2586,0,1
2020-07-20,PortAventura World,2150,0,0
2020-07-21,PortAventura World,1883,0,0
2020-07-22,PortAventura World,1828,0,0
2020-07-23,PortAventura World,1382,0,0
2020-07-24,PortAventura World,1742,0,0
2020-07-25,PortAventura World,8809,0,1
2020-07-26,PortAventura World,7452,0,1
2020-07-27,PortAventura World,5566,0,0
2020-07-28,PortAventura World,6734,0,0
2020-07-29,PortAventura World,5653,0,0
2020-07-30,PortAventura World,3999,0,0
2020-07-31,PortAventura World,192,0,0
2020-08-01,PortAventura World,7025,0,1
2020-08-02,PortAventura World,7690,0,1
2020-08-03,PortAventura World,9932,0,0
2020-08-04,PortAventura World,15666,0,0
2020-08-05,PortAventura World,12859,0,0
2020-08-06,PortAventura World,11211,0,0
2020-08-07,PortAventura World,5423,0,0
2020-08-08,PortAventura World,9103,0,1
2020-08-09,PortAventura World,7228,0,1
2020-08-10,PortAventura World,9049,0,0
2020-08-11,PortAventura World,9714,0,0
2020-08-12,PortAventura World,8320,0,0
2020-08-13,PortAventura World,8807,0,0
2020-08-14,PortAventura World,6441,0,0
2020-08-15,PortAventura World,14284,1,1
2020-08-16,PortAventura World,6852,0,1
2020-08-17,PortAventura World,7999,0,0
2020-08-18,PortAventura World,12865,0,0
2020-08-19,PortAventura World,10407,0,0
2020-08-20,PortAventura World,14843,0,0
2020-08-21,PortAventura World,7237,0,0
2020-08-22,PortAventura World,13722,0,1
2020-08-23,PortAventura World,9899,0,1
2020-08-24,PortAventura World,8526,0,0
2020-08-25,PortAventura World,7525,0,0
2020-08-26,PortAventura World,9656,0,0
2020-08-27,PortAventura World,10933,0,0
2020-08-28,PortAventura World,6132,0,0
2020-08-29,PortAventura World,12490,0,1
2020-08-30,PortAventura World,6948,0,1
2020-08-31,PortAventura World,1093,0,0
2020-09-01,PortAventura World,-792,0,0
2020-09-02,PortAventura World,883,0,0
2020-09-03,PortAventura World,-788,0,0
2020-09-04,PortAventura World,-755,0,0
2020-09-05,PortAventura World,13183,0,1
2020-09-06,PortAventura World,7996,0,1
2020-09-07,PortAventura World,-844,0,0
2020-09-08,PortAventura World,246,0,0
2020-09-09,PortAventura World,1764,0,0
2020-09-10,PortAventura World,344,0,0
2020-09-11,PortAventura World,3,0,0
2020-09-12,PortAventura World,15733,0,1
2020-09-13,PortAventura World,11547,0,1
2020-09-14,PortAventura World,-2474,0,0
2020-09-15,PortAventura World,-2571,0,0
2020-09-16,PortAventura World,-699,0,0
2020-09-17,PortAventura World,-2049,0,0
2020-09-18,PortAventura World,-1505,0,0
2020-09-19,PortAventura World,15137,0,1
2020-09-20,PortAventura World,11071,0,1
2020-09-21,PortAventura World,-1129,0,0
2020-09-22,PortAventura World,-1685,0,0
2020-09-23,PortAventura World,-1630,0,0
2020-09-24,PortAventura World,-3700,0,0
2020-09-25,PortAventura World,-3076,0,0
2020-09-26,PortAventura World,16343,0,1
2020-09-27,PortAventura World,7644,0,1
2020-09-28,PortAventura World,-1790,0,0
2020-09-29,PortAventura World,-2336,0,0
2020-09-30,PortAventura World,586,0,0
2020-10-01,PortAventura World,-3979,0,0
2020-10-02,PortAventura World,-3986,0,0
2020-10-03,PortAventura World,10612,0,1
2020-10-04,PortAventura World,6516,0,1
2020-10-05,PortAventura World,-2191,0,0
2020-10-06,PortAventura World,-2444,0,0
2020-10-07,PortAventura World,1743,0,0
2020-10-08,PortAventura World,-613,0,0
2020-10-09,PortAventura World,-261,0,0
2020-10-10,PortAventura World,17700,0,1
2020-10-11,PortAventura World,14048,0,1
2020-10-12,PortAventura World,2873,1,0
2020-10-13,PortAventura World,-1083,0,0
2020-10-14,PortAventura World,3283,0,0
2020-10-15,PortAventura World,1397,0,0
2020-10-16,PortAventura World,4204,0,0
2020-10-17,PortAventura World,15349,0,1
2020-10-18,PortAventura World,15902,0,1
2020-10-19,PortAventura World,12654,0,0
2020-10-20,PortAventura World,8348,0,0
2020-10-21,PortAventura World,10222,0,0
2020-10-22,PortAventura World,10804,0,0
2020-10-23,PortAventura World,11954,0,0
2020-10-24,PortAventura World,17324,0,1
2020-10-25,PortAventura World,12646,0,1
2020-10-26,PortAventura World,16448,0,0
2020-10-27,PortAventura World,9942,0,0
2020-10-28,PortAventura World,8917,0,0
2020-10-29,PortAventura World,12539,0,0
2021-02-04,PortAventura World,-9991,0,0
2021-06-01,PortAventura World,-9988,0,0
2021-06-02,PortAventura World,-9975,0,0
2021-06-03,PortAventura World,-9988,0,0
2021-06-04,PortAventura World,-9985,0,0
2021-06-07,PortAventura World,-9990,0,0
2021-06-11,PortAventura World,-9962,0,0
2021-06-12,PortAventura World,-9944,0,1
2021-06-13,PortAventura World,-9987,0,1
2021-06-14,PortAventura World,-9955,0,0
2021-06-15,PortAventura World,4659,0,0
2021-06-16,PortAventura World,5140,0,0
2021-06-17,PortAventura World,6920,0,0
2021-06-18,PortAventura World,9663,0,0
2021-06-19,PortAventura World,14669,0,1
2021-06-20,PortAventura World,11292,0,1
2021-06-21,PortAventura World,9268,0,0
2021-06-22,PortAventura World,7324,0,0
2021-06-23,PortAventura World,13187,0,0
2021-06-24,PortAventura World,12200,0,0
2021-06-25,PortAventura World,13144,0,0
2021-06-26,PortAventura World,16211,0,1
2021-06-27,PortAventura World,12621,0,1
2021-06-28,PortAventura World,14821,0,0
2021-06-29,PortAventura World,12412,0,0
2021-06-30,PortAventura World,15588,0,0
2021-07-01,PortAventura World,10447,0,0
2021-07-02,PortAventura World,12526,0,0
2021-07-03,PortAventura World,21738,0,1
2021-07-04,PortAventura World,16937,0,1
2021-07-05,PortAventura World,12321,0,0
2021-07-06,PortAventura World,13004,0,0
2021-07-07,PortAventura World,13788,0,0
2021-07-08,PortAventura World,14430,0,0
2021-07-09,PortAventura World,14665,0,0
2021-07-10,PortAventura World,21000,0,1
2021-07-11,PortAventura World,23814,0,1
2021-07-12,PortAventura World,15673,0,0
2021-07-13,PortAventura World,12825,0,0
2021-07-14,PortAventura World,19521,0,0
2021-07-15,PortAventura World,21477,0,0
2021-07-16,PortAventura World,22833,0,0
2021-07-17,PortAventura World,25040,0,1
2021-07-18,PortAventura World,23712,0,1
2021-07-19,PortAventura World,23789,0,0
2021-07-20,PortAventura World,24462,0,0
2021-07-21,PortAventura World,19904,0,0
2021-07-22,PortAventura World,19703,0,0
2021-07-23,PortAventura World,16569,0,0
2021-07-24,PortAventura World,20507,0,1
2021-07-25,PortAventura World,17566,0,1
2021-07-26,PortAventura World,15573,0,0
2021-07-27,PortAventura World,16266,0,0
2021-07-28,PortAventura World,22995,0,0
2021-07-29,PortAventura World,22849,0,0
2021-07-30,PortAventura World,17458,0,0
2021-07-31,PortAventura World,24262,0,1
2021-08-01,PortAventura World,21262,0,1
2021-08-02,PortAventura World,18592,0,0
2021-08-03,PortAventura World,22852,0,0
2021-08-04,PortAventura World,22441,0,0
2021-08-05,PortAventura World,24298,0,0
2021-08-06,PortAventura World,20393,0,0
2021-08-07,PortAventura World,20798,0,1
2021-08-08,PortAventura World,23718,0,1
2021-08-09,PortAventura World,23879,0,0
2021-08-10,PortAventura World,26002,0,0
2021-08-11,PortAventura World,26141,0,0
2021-08-12,PortAventura World,26155,0,0
2021-08-13,PortAventura World,24138,0,0
2021-08-14,PortAventura World,24114,0,1
2021-08-15,PortAventura World,22807,0,1
2021-08-16,PortAventura World,25195,0,0
2021-08-17,PortAventura World,26804,0,0
2021-08-18,PortAventura World,25491,0,0
2021-08-19,PortAventura World,26821,0,0
2021-08-20,PortAventura World,26533,0,0
2021-08-21,PortAventura World,27518,0,1
2021-08-22,PortAventura World,25742,0,1
2021-08-23,PortAventura World,24038,0,0
2021-08-24,PortAventura World,26061,0,0
2021-08-25,PortAventura World,26400,0,0
2021-08-26,PortAventura World,25680,0,0
2021-08-27,PortAventura World,25654,0,0
2021-08-28,PortAventura World,27710,0,1
2021-08-29,PortAventura World,28208,0,1
2021-08-30,PortAventura World,23686,0,0
2021-08-31,PortAventura World,21575,0,0
2021-09-01,PortAventura World,20562,0,0
2021-09-02,PortAventura World,15912,0,0
2021-09-03,PortAventura World,15477,0,0
2021-09-04,PortAventura World,24515,0,1
2021-09-05,PortAventura World,23978,0,1
2021-09-06,PortAventura World,14073,0,0
2021-09-07,PortAventura World,14192,0,0
2021-09-08,PortAventura World,15612,0,0
2021-09-09,PortAventura World,12965,0,0
2021-09-10,PortAventura World,11420,0,0
2021-09-11,PortAventura World,27877,0,1
2021-09-12,PortAventura World,23777,0,1
2021-09-13,PortAventura World,11497,0,0
2021-09-14,PortAventura World,7246,0,0
2021-09-15,PortAventura World,7552,0,0
2021-09-16,PortAventura World,11839,0,0
2021-09-17,PortAventura World,13965,0,0
2021-09-18,PortAventura World,30472,0,1
2021-09-19,PortAventura World,24442,0,1
2021-09-20,PortAventura World,9549,0,0
2021-09-21,PortAventura World,9999,0,0
2021-09-22,PortAventura World,11646,0,0
2021-09-23,PortAventura World,10973,0,0
2021-09-24,PortAventura World,13846,0,0
2021-09-25,PortAventura World,34072,0,1
2021-09-26,PortAventura World,30831,0,1
2021-09-27,PortAventura World,19327,0,0
2021-09-28,PortAventura World,8601,0,0
2021-09-29,PortAventura World,7739,0,0
2021-09-30,PortAventura World,6973,0,0
2021-10-01,PortAventura World,9949,0,0
2021-10-02,PortAventura World,25758,0,1
2021-10-03,PortAventura World,20059,0,1
2021-10-04,PortAventura World,14537,0,0
2021-10-05,PortAventura World,8225,0,0
2021-10-06,PortAventura World,10922,0,0
2021-10-07,PortAventura World,11402,0,0
2021-10-08,PortAventura World,15394,0,0
2021-10-09,PortAventura World,33895,0,1
2021-10-10,PortAventura World,31308,0,1
2021-10-11,PortAventura World,21404,0,0
2021-10-12,PortAventura World,18217,1,0
2021-10-13,PortAventura World,18283,0,0
2021-10-14,PortAventura World,18460,0,0
2021-10-15,PortAventura World,20139,0,0
2021-10-16,PortAventura World,30933,0,1
2021-10-17,PortAventura World,27902,0,1
2021-10-18,PortAventura World,26731,0,0
2021-10-19,PortAventura World,25396,0,0
2021-10-20,PortAventura World,20702,0,0
2021-10-21,PortAventura World,17227,0,0
2021-10-22,PortAventura World,26524,0,0
2021-10-23,PortAventura World,34165,0,1
2021-10-24,PortAventura World,34149,0,1
2021-10-25,PortAventura World,31917,0,0
2021-10-26,PortAventura World,35839,0,0
2021-10-27,PortAventura World,35953,0,0
2021-10-28,PortAventura World,36505,0,0
2021-10-29,PortAventura World,33591,0,0
2021-10-30,PortAventura World,33960,0,1
2021-10-31,PortAventura World,64351,0,1
2021-11-01,PortAventura World,33525,1,0
2021-11-02,PortAventura World,37095,0,0
2021-11-03,PortAventura World,33381,0,0
2021-11-04,PortAventura World,35740,0,0
2021-11-05,PortAventura World,35332,0,0
2021-11-06,PortAventura World,37330,0,1
2021-11-07,PortAventura World,25281,0,1
2021-11-08,PortAventura World,16792,0,0
2021-11-09,PortAventura World,17310,0,0
2021-11-10,PortAventura World,18786,0,0
2021-11-11,PortAventura World,29867,0,0
2021-11-12,PortAventura World,35859,0,0
2021-11-13,PortAventura World,43115,0,1
2021-11-14,PortAventura World,29659,0,1
2021-11-15,PortAventura World,20671,0,0
2021-11-16,PortAventura World,16841,0,0
2021-11-17,PortAventura World,16597,0,0
2021-11-18,PortAventura World,22334,0,0
2021-11-19,PortAventura World,41718,0,0
2021-11-20,PortAventura World,41774,0,1
2021-11-21,PortAventura World,27969,0,1
2021-11-22,PortAventura World,19906,0,0
2021-11-23,PortAventura World,18330,0,0
2021-11-24,PortAventura World,17660,0,0
2021-11-25,PortAventura World,17152,0,0
2021-11-26,PortAventura World,30485,0,0
2021-11-27,PortAventura World,37766,0,1
2021-11-28,PortAventura World,31752,0,1
2021-11-29,PortAventura World,21981,0,0
2021-11-30,PortAventura World,31914,0,0
2021-12-01,PortAventura World,18258,0,0
2021-12-02,PortAventura World,21425,0,0
2021-12-03,PortAventura World,34105,0,0
2021-12-04,PortAventura World,38735,0,1
2021-12-05,PortAventura World,33126,0,1
2021-12-06,PortAventura World,32073,1,0
2021-12-07,PortAventura World,39586,0,0
2021-12-08,PortAventura World,38162,1,0
2021-12-09,PortAventura World,22261,0,0
2021-12-10,PortAventura World,41937,0,0
2021-12-11,PortAventura World,45727,0,1
2021-12-12,PortAventura World,35573,0,1
2021-12-13,PortAventura World,34086,0,0
2021-12-14,PortAventura World,30394,0,0
2021-12-15,PortAventura World,35450,0,0
2021-12-16,PortAventura World,31831,0,0
2021-12-17,PortAventura World,47050,0,0
2021-12-18,PortAventura World,36725,0,1
2021-12-19,PortAventura World,36456,0,1
2021-12-20,PortAventura World,34070,0,0
2021-12-21,PortAventura World,41600,0,0
2021-12-22,PortAventura World,34127,0,0
2021-12-23,PortAventura World,33230,0,0
2021-12-24,PortAventura World,24625,0,0
2021-12-25,PortAventura World,39941,1,1
2021-12-26,PortAventura World,36766,0,1
2021-12-27,PortAventura World,44239,0,0
2021-12-28,PortAventura World,49787,0,0
2021-12-29,PortAventura World,45147,0,0
2021-12-30,PortAventura World,45538,0,0
2021-12-31,PortAventura World,55348,0,0
2022-01-01,PortAventura World,44021,1,1
2022-01-02,PortAventura World,33435,0,1
2022-01-03,PortAventura World,27703,0,0
2022-01-04,PortAventura World,23785,0,0
2022-01-05,PortAventura World,31108,0,0
2022-01-06,PortAventura World,28293,1,0
2022-01-07,PortAventura World,22901,0,0
2022-01-08,PortAventura World,36504,0,1
2022-01-09,PortAventura World,29969,0,1
2022-01-10,PortAventura World,17262,0,0
2022-01-11,PortAventura World,11731,0,0
2022-01-12,PortAventura World,11946,0,0
2022-01-13,PortAventura World,12218,0,0
2022-01-14,PortAventura World,10204,0,0
2022-01-15,PortAventura World,35765,0,1
2022-01-16,PortAventura World,18347,0,1
2022-01-17,PortAventura World,9960,0,0
2022-01-18,PortAventura World,6530,0,0
2022-01-19,PortAventura World,4774,0,0
2022-01-20,PortAventura World,6610,0,0
2022-01-21,PortAventura World,7693,0,0
2022-01-22,PortAventura World,23125,0,1
2022-01-23,PortAventura World,19449,0,1
2022-01-24,PortAventura World,9224,0,0
2022-01-25,PortAventura World,4994,0,0
2022-01-26,PortAventura World,5159,0,0
2022-01-27,PortAventura World,6064,0,0
2022-01-28,PortAventura World,8421,0,0
2022-01-29,PortAventura World,19914,0,1
2022-01-30,PortAventura World,20935,0,1
2022-01-31,PortAventura World,10296,0,0
2022-02-01,PortAventura World,5947,0,0
2022-02-02,PortAventura World,7797,0,0
2022-02-03,PortAventura World,9986,0,0
2022-02-04,PortAventura World,10322,0,0
2022-02-05,PortAventura World,23032,0,1
2022-02-06,PortAventura World,19203,0,1
2022-02-07,PortAventura World,22073,0,0
2022-02-08,PortAventura World,19537,0,0
2022-02-09,PortAventura World,20363,0,0
2022-02-10,PortAventura World,16755,0,0
2022-02-11,PortAventura World,18223,0,0
2022-02-12,PortAventura World,30480,0,1
2022-02-13,PortAventura World,27346,0,1
2022-02-14,PortAventura World,23314,0,0
2022-02-15,PortAventura World,22964,0,0
2022-02-16,PortAventura World,23383,0,0
2022-02-17,PortAventura World,28747,0,0
2022-02-18,PortAventura World,22089,0,0
2022-02-19,PortAventura World,32228,0,1
2022-02-20,PortAventura World,24807,0,1
2022-02-21,PortAventura World,21691,0,0
2022-02-22,PortAventura World,23205,0,0
2022-02-23,PortAventura World,29166,0,0
2022-02-24,PortAventura World,23557,0,0
2022-02-25,PortAventura World,28304,0,0
2022-02-26,PortAventura World,37074,0,1
2022-02-27,PortAventura World,34293,0,1
2022-02-28,PortAventura World,36332,0,0
2022-03-01,PortAventura World,29722,0,0
2022-03-02,PortAventura World,28665,0,0
2022-03-03,PortAventura World,32735,0,0
2022-03-04,PortAventura World,30997,0,0
2022-03-05,PortAventura World,35594,0,1
2022-03-06,PortAventura World,40178,0,1
2022-03-07,PortAventura World,26731,0,0
2022-03-08,PortAventura World,22901,0,0
2022-03-09,PortAventura World,23663,0,0
2022-03-10,PortAventura World,25706,0,0
2022-03-11,PortAventura World,24592,0,0
2022-03-12,PortAventura World,40846,0,1
2022-03-13,PortAventura World,33166,0,1
2022-03-14,PortAventura World,29971,0,0
2022-03-15,PortAventura World,23065,0,0
2022-03-16,PortAventura World,29843,0,0
2022-03-17,PortAventura World,28405,0,0
2022-03-18,PortAventura World,35019,0,0
2022-03-19,PortAventura World,50052,0,1
2022-03-20,PortAventura World,40579,0,1
2022-03-21,PortAventura World,31183,0,0
2022-03-22,PortAventura World,28081,0,0
2022-03-23,PortAventura World,29208,0,0
2022-03-24,PortAventura World,31071,0,0
2022-03-25,PortAventura World,41375,0,0
2022-03-26,PortAventura World,52723,0,1
2022-03-27,PortAventura World,44387,0,1
2022-03-28,PortAventura World,40244,0,0
2022-03-29,PortAventura World,29361,0,0
2022-03-30,PortAventura World,31868,0,0
2022-03-31,PortAventura World,25984,0,0
2022-04-01,PortAventura World,25335,0,0
2022-04-02,PortAventura World,39159,0,1
2022-04-03,PortAventura World,35848,0,1
2022-04-04,PortAventura World,38509,0,0
2022-04-05,PortAventura World,38824,0,0
2022-04-06,PortAventura World,37922,0,0
2022-04-07,PortAventura World,36795,0,0
2022-04-08,PortAventura World,27410,0,0
2022-04-09,PortAventura World,41478,0,1
2022-04-10,PortAventura World,48238,0,1
2022-04-11,PortAventura World,57910,0,0
2022-04-12,PortAventura World,61684,0,0
2022-04-13,PortAventura World,47648,0,0
2022-04-14,PortAventura World,54015,0,0
2022-04-15,PortAventura World,52763,1,0
2022-04-16,PortAventura World,54906,0,1
2022-04-17,PortAventura World,54257,0,1
2022-04-18,PortAventura World,50143,0,0
2022-04-19,PortAventura World,52271,0,0
2022-04-20,PortAventura World,52229,0,0
2022-04-21,PortAventura World,53229,0,0
2022-04-22,PortAventura World,51675,0,0
2022-04-23,PortAventura World,49911,0,1
2022-04-24,PortAventura World,42486,0,1
2022-04-25,PortAventura World,47307,0,0
2022-04-26,PortAventura World,49448,0,0
2022-04-27,PortAventura World,46496,0,0
2022-04-28,PortAventura World,48086,0,0
2022-04-29,PortAventura World,45275,0,0
2022-04-30,PortAventura World,50132,0,1
2022-05-01,PortAventura World,45629,0,1
2022-05-02,PortAventura World,47266,0,0
2022-05-03,PortAventura World,50745,0,0
2022-05-04,PortAventura World,48640,0,0
2022-05-05,PortAventura World,51468,0,0
2022-05-06,PortAventura World,48283,0,0
2022-05-07,PortAventura World,54309,0,1
2022-05-08,PortAventura World,44581,0,1
2022-05-09,PortAventura World,45295,0,0
2022-05-10,PortAventura World,39510,0,0
2022-05-11,PortAventura World,39297,0,0
2022-05-12,PortAventura World,42626,0,0
2022-05-13,PortAventura World,47917,0,0
2022-05-14,PortAventura World,54698,0,1
2022-05-15,PortAventura World,45262,0,1
2022-05-16,PortAventura World,47507,0,0
2022-05-17,PortAventura World,43990,0,0
2022-05-18,PortAventura World,41325,0,0
2022-05-19,PortAventura World,40470,0,0
2022-05-20,PortAventura World,45271,0,0
2022-05-21,PortAventura World,57144,0,1
2022-05-22,PortAventura World,48255,0,1
2022-05-23,PortAventura World,43194,0,0
2022-05-24,PortAventura World,51491,0,0
2022-05-25,PortAventura World,53619,0,0
2022-05-26,PortAventura World,52831,0,0
2022-05-27,PortAventura World,55024,0,0
2022-05-28,PortAventura World,53520,0,1
2022-05-29,PortAventura World,45904,0,1
2022-05-30,PortAventura World,49027,0,0
2022-05-31,PortAventura World,48719,0,0
2022-06-01,PortAventura World,47430,0,0
2022-06-02,PortAventura World,50009,0,0
2022-06-03,PortAventura World,49400,0,0
2022-06-04,PortAventura World,48402,0,1
2022-06-05,PortAventura World,53008,0,1
2022-06-06,PortAventura World,54073,0,0
2022-06-07,PortAventura World,54167,0,0
2022-06-08,PortAventura World,44518,0,0
2022-06-09,PortAventura World,51750,0,0
2022-06-10,PortAventura World,52451,0,0
2022-06-11,PortAventura World,53184,0,1
2022-06-12,PortAventura World,48297,0,1
2022-06-13,PortAventura World,52095,0,0
2022-06-14,PortAventura World,49142,0,0
2022-06-15,PortAventura World,39839,0,0
2022-06-16,PortAventura World,48958,0,0
2022-06-17,PortAventura World,52410,0,0
2022-06-18,PortAventura World,46142,0,1
2022-06-19,PortAventura World,42050,0,1
2022-06-20,PortAventura World,50903,0,0
2022-06-21,PortAventura World,47390,0,0
2022-06-22,PortAventura World,48133,0,0
2022-06-23,PortAventura World,50654,0,0
2022-06-24,PortAventura World,51178,0,0
2022-06-25,PortAventura World,44728,0,1
2022-06-26,PortAventura World,45930,0,1
2022-06-27,PortAventura World,47382,0,0
2022-06-28,PortAventura World,48350,0,0
2022-06-29,PortAventura World,45662,0,0
2022-06-30,PortAventura World,37383,0,0
2022-07-01,PortAventura World,45094,0,0
2022-07-02,PortAventura World,51153,0,1
2022-07-03,PortAventura World,45441,0,1
2022-07-04,PortAventura World,47474,0,0
2022-07-05,PortAventura World,46780,0,0
2022-07-06,PortAventura World,46463,0,0
2022-07-07,PortAventura World,44514,0,0
2022-07-08,PortAventura World,40119,0,0
2022-07-09,PortAventura World,39407,0,1
2022-07-10,PortAventura World,42301,0,1
2022-07-11,PortAventura World,46846,0,0
2022-07-12,PortAventura World,53867,0,0
2022-07-13,PortAventura World,48036,0,0
2022-07-14,PortAventura World,50034,0,0
2022-07-15,PortAventura World,49571,0,0
2022-07-16,PortAventura World,48408,0,1
2022-07-17,PortAventura World,40938,0,1
2022-07-18,PortAventura World,46808,0,0
2022-07-19,PortAventura World,46753,0,0
2022-07-20,PortAventura World,45627,0,0
2022-07-21,PortAventura World,52637,0,0
2022-07-22,PortAventura World,49586,0,0
2022-07-23,PortAventura World,51748,0,1
2022-07-24,PortAventura World,45261,0,1
2022-07-25,PortAventura World,53764,0,0
2022-07-26,PortAventura World,26391,0,0
